A340803000	安徽省安庆市大观区
A140622000	山西省朔州市应县
A140623000	山西省朔州市右玉县
A140181000	山西省太原市古交市
A140108000	山西省太原市尖草坪区
A140110000	山西省太原市晋源区
A140123000	山西省太原市娄烦县
A140121000	山西省太原市清徐县
A140109000	山西省太原市万柏林区
A140105000	山西省太原市小店区
A140107000	山西省太原市杏花岭区
A140122000	山西省太原市阳曲县
A140106000	山西省太原市迎泽区
A140931000	山西省忻州市保德县
A140923000	山西省忻州市代县
A140921000	山西省忻州市定襄县
A140924000	山西省忻州市繁峙县
A140930000	山西省忻州市河曲县
A140926000	山西省忻州市静乐县
A140929000	山西省忻州市岢岚县
A140925000	山西省忻州市宁武县
A140932000	山西省忻州市偏关县
A140927000	山西省忻州市神池县
A140922000	山西省忻州市五台县
A140928000	山西省忻州市五寨县
A140902000	山西省忻州市忻府区
A140981000	山西省忻州市原平市
A140302000	山西省阳泉市城区
A140311000	山西省阳泉市郊区
A140303000	山西省阳泉市矿区
A140321000	山西省阳泉市平定县
A140322000	山西省阳泉市盂县
A140882000	山西省运城市河津市
A140824000	山西省运城市稷山县
A140826000	山西省运城市绛县
A140821000	山西省运城市临猗县
A140829000	山西省运城市平陆县
A140830000	山西省运城市芮城县
A140822000	山西省运城市万荣县
A140823000	山西省运城市闻喜县
A140828000	山西省运城市夏县
A140825000	山西省运城市新绛县
A140802000	山西省运城市盐湖区
A140881000	山西省运城市永济市
A140827000	山西省运城市垣曲县
A610929000	陕西省安康市白河县
A610902000	陕西省安康市汉滨区
A610921000	陕西省安康市汉阴县
A610925000	陕西省安康市岚皋县
A610923000	陕西省安康市宁陕县
A610926000	陕西省安康市平利县
A610922000	陕西省安康市石泉县
A610928000	陕西省安康市旬阳县
A610927000	陕西省安康市镇坪县
A610924000	陕西省安康市紫阳县
A610304000	陕西省宝鸡市陈仓区
A610330000	陕西省宝鸡市凤县
A610322000	陕西省宝鸡市凤翔县
A610324000	陕西省宝鸡市扶风县
A610303000	陕西省宝鸡市金台区
A610329000	陕西省宝鸡市麟游县
A610327000	陕西省宝鸡市陇县
A610326000	陕西省宝鸡市眉县
A610323000	陕西省宝鸡市岐山县
A610328000	陕西省宝鸡市千阳县
A610331000	陕西省宝鸡市太白县
A610302000	陕西省宝鸡市渭滨区
A610722000	陕西省汉中市城固县
A610730000	陕西省汉中市佛坪县
A610702000	陕西省汉中市汉台区
A610729000	陕西省汉中市留坝县
A610727000	陕西省汉中市略阳县
A610725000	陕西省汉中市勉县
A610721000	陕西省汉中市南郑区
A610726000	陕西省汉中市宁强县
A610724000	陕西省汉中市西乡县
A610723000	陕西省汉中市洋县
A610728000	陕西省汉中市镇巴县
A611022000	陕西省商洛市丹凤县
A611021000	陕西省商洛市洛南县
A611024000	陕西省商洛市山阳县
A611023000	陕西省商洛市商南县
A611002000	陕西省商洛市商州区
A611025000	陕西省商洛市镇安县
A611026000	陕西省商洛市柞水县
A610202000	陕西省铜川市王益区
A610204000	陕西省铜川市耀州区
A610222000	陕西省铜川市宜君县
A610203000	陕西省铜川市印台区
A610527000	陕西省渭南市白水县
A610525000	陕西省渭南市澄城县
A610523000	陕西省渭南市大荔县
A610528000	陕西省渭南市富平县
A610581000	陕西省渭南市韩城市
A610524000	陕西省渭南市合阳县
A610582000	陕西省渭南市华阴市
A610521000	陕西省渭南市华州区
A610502000	陕西省渭南市临渭区
A610526000	陕西省渭南市蒲城县
A610522000	陕西省渭南市潼关县
A610111000	陕西省西安市灞桥区
A610103000	陕西省西安市碑林区
A610116000	陕西省西安市长安区
A610126000	陕西省西安市高陵区
A610125000	陕西省西安市鄠邑区
A610122000	陕西省西安市蓝田县
A610104000	陕西省西安市莲湖区
A610115000	陕西省西安市临潼区
A610112000	陕西省西安市未央区
A610102000	陕西省西安市新城区
A610114000	陕西省西安市阎良区
A610113000	陕西省西安市雁塔区
A610124000	陕西省西安市周至县
A610427000	陕西省咸阳市彬州市
A610428000	陕西省咸阳市长武县
A610430000	陕西省咸阳市淳化县
A610423000	陕西省咸阳市泾阳县
A610425000	陕西省咸阳市礼泉县
A610424000	陕西省咸阳市乾县
A610402000	陕西省咸阳市秦都区
A610422000	陕西省咸阳市三原县
A610404000	陕西省咸阳市渭城区
A610431000	陕西省咸阳市武功县
A610481000	陕西省咸阳市兴平市
A610429000	陕西省咸阳市旬邑县
A610403000	陕西省咸阳市杨陵区
A610426000	陕西省咸阳市永寿县
A610624000	陕西省延安市安塞区
A610602000	陕西省延安市宝塔区
A610628000	陕西省延安市富县
A610627000	陕西省延安市甘泉县
A610632000	陕西省延安市黄陵县
A610631000	陕西省延安市黄龙县
A610629000	陕西省延安市洛川县
A610626000	陕西省延安市吴起县
A610621000	陕西省延安市延长县
A610622000	陕西省延安市延川县
A610630000	陕西省延安市宜川县
A610625000	陕西省延安市志丹县
A610623000	陕西省延安市子长县
A610825000	陕西省榆林市定边县
A610822000	陕西省榆林市府谷县
A610823000	陕西省榆林市横山区
A610828000	陕西省榆林市佳县
A610824000	陕西省榆林市靖边县
A610827000	陕西省榆林市米脂县
A610830000	陕西省榆林市清涧县
A610821000	陕西省榆林市神木市
A610826000	陕西省榆林市绥德县
A610829000	陕西省榆林市吴堡县
A610802000	陕西省榆林市榆阳区
A610831000	陕西省榆林市子洲县
A310113000	上海宝山区
A310105000	上海长宁区
A310230000	上海崇明区
A310120000	上海奉贤区
A310109000	上海虹口区
A310101000	上海黄浦区
A310114000	上海嘉定区
A310116000	上海金山区
A310106000	上海静安区
A310112000	上海闵行区
A310115000	上海浦东新区
A310107000	上海普陀区
A310118000	上海青浦区
A310117000	上海松江区
A310104000	上海徐汇区
A310110000	上海杨浦区
A513231000	四川省阿坝藏族羌族自治州阿坝县
A513228000	四川省阿坝藏族羌族自治州黑水县
A513233000	四川省阿坝藏族羌族自治州红原县
A513226000	四川省阿坝藏族羌族自治州金川县
A513225000	四川省阿坝藏族羌族自治州九寨沟县
A513222000	四川省阿坝藏族羌族自治州理县
A513229000	四川省阿坝藏族羌族自治州马尔康市
A513223000	四川省阿坝藏族羌族自治州茂县
A513230000	四川省阿坝藏族羌族自治州壤塘县
A513232000	四川省阿坝藏族羌族自治州若尔盖县
A513224000	四川省阿坝藏族羌族自治州松潘县
A513221000	四川省阿坝藏族羌族自治州汶川县
A513227000	四川省阿坝藏族羌族自治州小金县
A511902000	四川省巴中市巴州区
A511903000	四川省巴中市恩阳区
A511922000	四川省巴中市南江县
A511923000	四川省巴中市平昌县
A511921000	四川省巴中市通江县
A510108000	四川省成都市成华区
A510184000	四川省成都市崇州市
A510129000	四川省成都市大邑县
A510181000	四川省成都市都江堰市
A512081000	四川省成都市简阳市
A510106000	四川省成都市金牛区
A510121000	四川省成都市金堂县
A510104000	四川省成都市锦江区
A510112000	四川省成都市龙泉驿区
A510182000	四川省成都市彭州市
A510124000	四川省成都市郫都区
A510131000	四川省成都市蒲江县
A510113000	四川省成都市青白江区
A510105000	四川省成都市青羊区
A510183000	四川省成都市邛崃市
A510122000	四川省成都市双流区
A510115000	四川省成都市温江区
A510107000	四川省成都市武侯区
A510114000	四川省成都市新都区
A510132000	四川省成都市新津县
A511721000	四川省达州市达川区
A511724000	四川省达州市大竹县
A511723000	四川省达州市开江县
A511725000	四川省达州市渠县
A511702000	四川省达州市通川区
A511781000	四川省达州市万源市
A511722000	四川省达州市宣汉县
A510681000	四川省德阳市广汉市
A510603000	四川省德阳市旌阳区
A510626000	四川省德阳市罗江区
A510683000	四川省德阳市绵竹市
A510682000	四川省德阳市什邡市
A510623000	四川省德阳市中江县
A513335000	四川省甘孜藏族自治州巴塘县
A513331000	四川省甘孜藏族自治州白玉县
A513323000	四川省甘孜藏族自治州丹巴县
A513326000	四川省甘孜藏族自治州道孚县
A513337000	四川省甘孜藏族自治州稻城县
A513338000	四川省甘孜藏族自治州得荣县
A513330000	四川省甘孜藏族自治州德格县
A513328000	四川省甘孜藏族自治州甘孜县
A513324000	四川省甘孜藏族自治州九龙县
A513321000	四川省甘孜藏族自治州康定市
A513334000	四川省甘孜藏族自治州理塘县
A513322000	四川省甘孜藏族自治州泸定县
A513327000	四川省甘孜藏族自治州炉霍县
A513333000	四川省甘孜藏族自治州色达县
A513332000	四川省甘孜藏族自治州石渠县
A513336000	四川省甘孜藏族自治州乡城县
A513329000	四川省甘孜藏族自治州新龙县
A513325000	四川省甘孜藏族自治州雅江县
A511602000	四川省广安市广安区
A511681000	四川省广安市华蓥市
A511623000	四川省广安市邻水县
A511601000	四川省广安市前锋区
A511622000	四川省广安市武胜县
A511621000	四川省广安市岳池县
A510824000	四川省广元市苍溪县
A510812000	四川省广元市朝天区
A510823000	四川省广元市剑阁县
A510802000	四川省广元市利州区
A510822000	四川省广元市青川县
A510821000	四川省广元市旺苍县
B510800000	四川省广元市昭化区
A511132000	四川省乐山市峨边彝族自治县
A511181000	四川省乐山市峨眉山市
A511126000	四川省乐山市夹江县
A511123000	四川省乐山市犍为县
A511113000	四川省乐山市金口河区
A511124000	四川省乐山市井研县
A511133000	四川省乐山市马边彝族自治县
A511129000	四川省乐山市沐川县
A511111000	四川省乐山市沙湾区
A511102000	四川省乐山市市中区
A511112000	四川省乐山市五通桥区
A513429000	四川省凉山彝族自治州布拖县
A513424000	四川省凉山彝族自治州德昌县
A513435000	四川省凉山彝族自治州甘洛县
A513426000	四川省凉山彝族自治州会东县
A513425000	四川省凉山彝族自治州会理县
A513430000	四川省凉山彝族自治州金阳县
A513437000	四川省凉山彝族自治州雷波县
A513436000	四川省凉山彝族自治州美姑县
A513433000	四川省凉山彝族自治州冕宁县
A513422000	四川省凉山彝族自治州木里藏族自治县
A513427000	四川省凉山彝族自治州宁南县
A513428000	四川省凉山彝族自治州普格县
A513401000	四川省凉山彝族自治州西昌市
A513432000	四川省凉山彝族自治州喜德县
A513423000	四川省凉山彝族自治州盐源县
A513434000	四川省凉山彝族自治州越西县
A513431000	四川省凉山彝族自治州昭觉县
A510525000	四川省泸州市古蔺县
A510522000	四川省泸州市合江县
A510502000	四川省泸州市江阳区
A510504000	四川省泸州市龙马潭区
A510521000	四川省泸州市泸县
A510503000	四川省泸州市纳溪区
A510524000	四川省泸州市叙永县
A511424000	四川省眉山市丹棱县
A511402000	四川省眉山市东坡区
A511423000	四川省眉山市洪雅县
A511422000	四川省眉山市彭山区
A511425000	四川省眉山市青神县
A511421000	四川省眉山市仁寿县
A510724000	四川省绵阳市安州区
A510726000	四川省绵阳市北川羌族自治县
A510703000	四川省绵阳市涪城区
A510781000	四川省绵阳市江油市
A510727000	四川省绵阳市平武县
A510722000	四川省绵阳市三台县
A510723000	四川省绵阳市盐亭县
A510704000	四川省绵阳市游仙区
A510725000	四川省绵阳市梓潼县
A511303000	四川省南充市高坪区
A511304000	四川省南充市嘉陵区
A511381000	四川省南充市阆中市
A511321000	四川省南充市南部县
A511323000	四川省南充市蓬安县
A511302000	四川省南充市顺庆区
A511325000	四川省南充市西充县
A511324000	四川省南充市仪陇县
A511322000	四川省南充市营山县
A511011000	四川省内江市东兴区
A511028000	四川省内江市隆昌市
A511002000	四川省内江市市中区
A511024000	四川省内江市威远县
A511025000	四川省内江市资中县
A510402000	四川省攀枝花市东区
A510421000	四川省攀枝花市米易县
A510411000	四川省攀枝花市仁和区
A510403000	四川省攀枝花市西区
A510422000	四川省攀枝花市盐边县
A510904000	四川省遂宁市安居区
A510903000	四川省遂宁市船山区
A510923000	四川省遂宁市大英县
A510921000	四川省遂宁市蓬溪县
A510922000	四川省遂宁市射洪县
A511827000	四川省雅安市宝兴县
A511823000	四川省雅安市汉源县
A511826000	四川省雅安市芦山县
A511821000	四川省雅安市名山区
A511824000	四川省雅安市石棉县
A511825000	四川省雅安市天全县
A511822000	四川省雅安市荥经县
A511802000	四川省雅安市雨城区
A511524000	四川省宜宾市长宁县
A511502000	四川省宜宾市翠屏区
A511525000	四川省宜宾市高县
A511526000	四川省宜宾市珙县
A511523000	四川省宜宾市江安县
A511527000	四川省宜宾市筠连县
A511503000	四川省宜宾市南溪区
A511529000	四川省宜宾市屏山县
A511528000	四川省宜宾市兴文县
A511521000	四川省宜宾市叙州区
A512021000	四川省资阳市安岳县
A512022000	四川省资阳市乐至县
A512002000	四川省资阳市雁江区
A510304000	四川省自贡市大安区
A510322000	四川省自贡市富顺县
A510303000	四川省自贡市贡井区
A510321000	四川省自贡市荣县
A510311000	四川省自贡市沿滩区
A510302000	四川省自贡市自流井区
A120115000	天津宝坻区
A120113000	天津北辰区
A120116000	天津滨海新区
A120110000	天津东丽区
A120101000	天津和平区
A120105000	天津河北区
A120102000	天津河东区
A120103000	天津河西区
A120106000	天津红桥区
A120225000	天津蓟州区
A120112000	天津津南区
A120223000	天津静海区
A120104000	天津南开区
A120221000	天津宁河区
A120114000	天津武清区
A120111000	天津西青区
A542527000	西藏自治区阿里地区措勤县
A542523000	西藏自治区阿里地区噶尔县
A542526000	西藏自治区阿里地区改则县
A542525000	西藏自治区阿里地区革吉县
A542521000	西藏自治区阿里地区普兰县
A542524000	西藏自治区阿里地区日土县
A542522000	西藏自治区阿里地区札达县
A542127000	西藏自治区昌都市八宿县
A542133000	西藏自治区昌都市边坝县
A542126000	西藏自治区昌都市察雅县
A542125000	西藏自治区昌都市丁青县
A542123000	西藏自治区昌都市贡觉县
A542122000	西藏自治区昌都市江达县
A542121000	西藏自治区昌都市卡若区
A542124000	西藏自治区昌都市类乌齐县
A542132000	西藏自治区昌都市洛隆县
A542129000	西藏自治区昌都市芒康县
A542128000	西藏自治区昌都市左贡县
A540102000	西藏自治区拉萨市城关区
A540126000	西藏自治区拉萨市达孜区
A540122000	西藏自治区拉萨市当雄县
A540125000	西藏自治区拉萨市堆龙德庆区
A540121000	西藏自治区拉萨市林周县
A540127000	西藏自治区拉萨市墨竹工卡县
A540123000	西藏自治区拉萨市尼木县
A540124000	西藏自治区拉萨市曲水县
A542621000	西藏自治区林芝市巴宜区
A542625000	西藏自治区林芝市波密县
A542626000	西藏自治区林芝市察隅县
A542622000	西藏自治区林芝市工布江达县
A542627000	西藏自治区林芝市朗县
A542623000	西藏自治区林芝市米林县
A542624000	西藏自治区林芝市墨脱县
A542425000	西藏自治区那曲市安多县
A542429000	西藏自治区那曲市巴青县
A542428000	西藏自治区那曲市班戈县
A542423000	西藏自治区那曲市比如县
A542422000	西藏自治区那曲市嘉黎县
A542430000	西藏自治区那曲市尼玛县
A542424000	西藏自治区那曲市聂荣县
A542421000	西藏自治区那曲市色尼区
A542426000	西藏自治区那曲市申扎县
A542427000	西藏自治区那曲市索县
A542327000	西藏自治区日喀则市昂仁县
A542329000	西藏自治区日喀则市白朗县
A542332000	西藏自治区日喀则市定结县
A542324000	西藏自治区日喀则市定日县
A542338000	西藏自治区日喀则市岗巴县
A542335000	西藏自治区日喀则市吉隆县
A542323000	西藏自治区日喀则市江孜县
A542331000	西藏自治区日喀则市康马县
A542326000	西藏自治区日喀则市拉孜县
A542322000	西藏自治区日喀则市南木林县
A542336000	西藏自治区日喀则市聂拉木县
A542330000	西藏自治区日喀则市仁布县
A542337000	西藏自治区日喀则市萨嘎县
A542325000	西藏自治区日喀则市萨迦县
A542301000	西藏自治区日喀则市桑珠孜区
A542328000	西藏自治区日喀则市谢通门县
A542334000	西藏自治区日喀则市亚东县
A542333000	西藏自治区日喀则市仲巴县
A542227000	西藏自治区山南市措美县
A542232000	西藏自治区山南市错那县
A542223000	西藏自治区山南市贡嘎县
A542229000	西藏自治区山南市加查县
A542233000	西藏自治区山南市浪卡子县
A542231000	西藏自治区山南市隆子县
A542228000	西藏自治区山南市洛扎县
A542221000	西藏自治区山南市乃东区
A542225000	西藏自治区山南市琼结县
A542226000	西藏自治区山南市曲松县
A542224000	西藏自治区山南市桑日县
A542222000	西藏自治区山南市扎囊县
A652901000	新疆维吾尔自治区阿克苏地区阿克苏市
A652928000	新疆维吾尔自治区阿克苏地区阿瓦提县
A652926000	新疆维吾尔自治区阿克苏地区拜城县
A652929000	新疆维吾尔自治区阿克苏地区柯坪县
A652923000	新疆维吾尔自治区阿克苏地区库车县
A652924000	新疆维吾尔自治区阿克苏地区沙雅县
A652922000	新疆维吾尔自治区阿克苏地区温宿县
A652927000	新疆维吾尔自治区阿克苏地区乌什县
A652925000	新疆维吾尔自治区阿克苏地区新和县
A659002100	新疆维吾尔自治区阿拉尔市阿拉尔市
A654301000	新疆维吾尔自治区阿勒泰地区阿勒泰市
A654321000	新疆维吾尔自治区阿勒泰地区布尔津县
A654323000	新疆维吾尔自治区阿勒泰地区福海县
A654322000	新疆维吾尔自治区阿勒泰地区富蕴县
A654324000	新疆维吾尔自治区阿勒泰地区哈巴河县
A654326000	新疆维吾尔自治区阿勒泰地区吉木乃县
A654325000	新疆维吾尔自治区阿勒泰地区青河县
A652829000	新疆维吾尔自治区巴音郭楞蒙古自治州博湖县
A652827000	新疆维吾尔自治区巴音郭楞蒙古自治州和静县
A652828000	新疆维吾尔自治区巴音郭楞蒙古自治州和硕县
A652801000	新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市
A652822000	新疆维吾尔自治区巴音郭楞蒙古自治州轮台县
A652825000	新疆维吾尔自治区巴音郭楞蒙古自治州且末县
A652824000	新疆维吾尔自治区巴音郭楞蒙古自治州若羌县
A652823000	新疆维吾尔自治区巴音郭楞蒙古自治州尉犁县
A652826000	新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县
A654311100	新疆维吾尔自治区北屯市北屯市
A652724000	新疆维吾尔自治区博尔塔拉蒙古自治州阿拉山口市
A652701000	新疆维吾尔自治区博尔塔拉蒙古自治州博乐市
A652722000	新疆维吾尔自治区博尔塔拉蒙古自治州精河县
A652723000	新疆维吾尔自治区博尔塔拉蒙古自治州温泉县
A652301000	新疆维吾尔自治区昌吉回族自治州昌吉市
A652302000	新疆维吾尔自治区昌吉回族自治州阜康市
A652323000	新疆维吾尔自治区昌吉回族自治州呼图壁县
A652327000	新疆维吾尔自治区昌吉回族自治州吉木萨尔县
A652324000	新疆维吾尔自治区昌吉回族自治州玛纳斯县
A652328000	新疆维吾尔自治区昌吉回族自治州木垒哈萨克自治县
A652325000	新疆维吾尔自治区昌吉回族自治州奇台县
A652222000	新疆维吾尔自治区哈密市巴里坤哈萨克自治县
A652223000	新疆维吾尔自治区哈密市伊吾县
A652201000	新疆维吾尔自治区哈密市伊州区
A653225000	新疆维吾尔自治区和田地区策勒县
A653201000	新疆维吾尔自治区和田地区和田市
A653221000	新疆维吾尔自治区和田地区和田县
A653224000	新疆维吾尔自治区和田地区洛浦县
A653227000	新疆维吾尔自治区和田地区民丰县
A653222000	新疆维吾尔自治区和田地区墨玉县
A653223000	新疆维吾尔自治区和田地区皮山县
A653226000	新疆维吾尔自治区和田地区于田县
A653130000	新疆维吾尔自治区喀什地区巴楚县
A653129000	新疆维吾尔自治区喀什地区伽师县
A653101000	新疆维吾尔自治区喀什地区喀什市
A653127000	新疆维吾尔自治区喀什地区麦盖提县
A653125000	新疆维吾尔自治区喀什地区莎车县
A653121000	新疆维吾尔自治区喀什地区疏附县
A653122000	新疆维吾尔自治区喀什地区疏勒县
A653131000	新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县
A653126000	新疆维吾尔自治区喀什地区叶城县
A653123000	新疆维吾尔自治区喀什地区英吉沙县
A653128000	新疆维吾尔自治区喀什地区岳普湖县
A653124000	新疆维吾尔自治区喀什地区泽普县
A650204000	新疆维吾尔自治区克拉玛依市白碱滩区
A650202000	新疆维吾尔自治区克拉玛依市独山子区
A650203000	新疆维吾尔自治区克拉玛依市克拉玛依区
A650205000	新疆维吾尔自治区克拉玛依市乌尔禾区
A653023000	新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿合奇县
A653022000	新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿克陶县
A653001000	新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市
A653024000	新疆维吾尔自治区克孜勒苏柯尔克孜自治州乌恰县
A659001100	新疆维吾尔自治区石河子市石河子市
A654600100	新疆维吾尔自治区双河市双河市
A654221000	新疆维吾尔自治区塔城地区额敏县
A654226000	新疆维吾尔自治区塔城地区和布克赛尔蒙古自治县
A654223000	新疆维吾尔自治区塔城地区沙湾县
A654201000	新疆维吾尔自治区塔城地区塔城市
A654224000	新疆维吾尔自治区塔城地区托里县
A654202000	新疆维吾尔自治区塔城地区乌苏市
A654225000	新疆维吾尔自治区塔城地区裕民县
A659003100	新疆维吾尔自治区图木舒克市图木舒克市
A652101000	新疆维吾尔自治区吐鲁番市高昌区
A652122000	新疆维吾尔自治区吐鲁番市鄯善县
A652123000	新疆维吾尔自治区吐鲁番市托克逊县
A650107000	新疆维吾尔自治区乌鲁木齐市达坂城区
A650109000	新疆维吾尔自治区乌鲁木齐市米东区
A650103000	新疆维吾尔自治区乌鲁木齐市沙依巴克区
A650105000	新疆维吾尔自治区乌鲁木齐市水磨沟区
A650102000	新疆维吾尔自治区乌鲁木齐市天山区
A650106000	新疆维吾尔自治区乌鲁木齐市头屯河区
A650121000	新疆维吾尔自治区乌鲁木齐市乌鲁木齐县
A650104000	新疆维吾尔自治区乌鲁木齐市新市区
A659004100	新疆维吾尔自治区五家渠市五家渠市
A654022000	新疆维吾尔自治区伊犁哈萨克自治州察布查尔锡伯自治县
A654024000	新疆维吾尔自治区伊犁哈萨克自治州巩留县
A654023000	新疆维吾尔自治区伊犁哈萨克自治州霍城县
A654028000	新疆维吾尔自治区伊犁哈萨克自治州尼勒克县
A654027000	新疆维吾尔自治区伊犁哈萨克自治州特克斯县
A654025000	新疆维吾尔自治区伊犁哈萨克自治州新源县
A654002000	新疆维吾尔自治区伊犁哈萨克自治州伊宁市
A654021000	新疆维吾尔自治区伊犁哈萨克自治州伊宁县
A654026000	新疆维吾尔自治区伊犁哈萨克自治州昭苏县
A530524000	云南省保山市昌宁县
A530523000	云南省保山市龙陵县
A530502000	云南省保山市隆阳区
A530521000	云南省保山市施甸县
A530522000	云南省保山市腾冲市
A532301000	云南省楚雄彝族自治州楚雄市
A532326000	云南省楚雄彝族自治州大姚县
A532331000	云南省楚雄彝族自治州禄丰县
A532323000	云南省楚雄彝族自治州牟定县
A532324000	云南省楚雄彝族自治州南华县
A532322000	云南省楚雄彝族自治州双柏县
A532329000	云南省楚雄彝族自治州武定县
A532325000	云南省楚雄彝族自治州姚安县
A532327000	云南省楚雄彝族自治州永仁县
A532328000	云南省楚雄彝族自治州元谋县
A532924000	云南省大理白族自治州宾川县
A532901000	云南省大理白族自治州大理市
A532930000	云南省大理白族自治州洱源县
A532932000	云南省大理白族自治州鹤庆县
A532931000	云南省大理白族自治州剑川县
A532925000	云南省大理白族自治州弥渡县
A532926000	云南省大理白族自治州南涧彝族自治县
A532927000	云南省大理白族自治州巍山彝族回族自治县
A532923000	云南省大理白族自治州祥云县
A532922000	云南省大理白族自治州漾濞彝族自治县
A532928000	云南省大理白族自治州永平县
A532929000	云南省大理白族自治州云龙县
A533122000	云南省德宏傣族景颇族自治州梁河县
A533124000	云南省德宏傣族景颇族自治州陇川县
A533103000	云南省德宏傣族景颇族自治州芒市
A533102000	云南省德宏傣族景颇族自治州瑞丽市
A533123000	云南省德宏傣族景颇族自治州盈江县
A533422000	云南省迪庆藏族自治州德钦县
A533423000	云南省迪庆藏族自治州维西傈僳族自治县
A533421000	云南省迪庆藏族自治州香格里拉市
A532501000	云南省红河哈尼族彝族自治州个旧市
A532532000	云南省红河哈尼族彝族自治州河口瑶族自治县
A532529000	云南省红河哈尼族彝族自治州红河县
A532524000	云南省红河哈尼族彝族自治州建水县
A532530000	云南省红河哈尼族彝族自治州金平苗族瑶族傣族自治县
A532502000	云南省红河哈尼族彝族自治州开远市
A532527000	云南省红河哈尼族彝族自治州泸西县
A532531000	云南省红河哈尼族彝族自治州绿春县
A532503000	云南省红河哈尼族彝族自治州蒙自市
A532526000	云南省红河哈尼族彝族自治州弥勒市
A532523000	云南省红河哈尼族彝族自治州屏边苗族自治县
A532525000	云南省红河哈尼族彝族自治州石屏县
A532528000	云南省红河哈尼族彝族自治州元阳县
A530181000	云南省昆明市安宁市
A530114000	云南省昆明市呈贡区
A530113000	云南省昆明市东川区
A530124000	云南省昆明市富民县
A530111000	云南省昆明市官渡区
A530122000	云南省昆明市晋宁区
A530128000	云南省昆明市禄劝彝族苗族自治县
A530103000	云南省昆明市盘龙区
A530126000	云南省昆明市石林彝族自治县
A530127000	云南省昆明市嵩明县
A530102000	云南省昆明市五华区
A530112000	云南省昆明市西山区
A530129000	云南省昆明市寻甸回族彝族自治县
A530125000	云南省昆明市宜良县
A530702000	云南省丽江市古城区
A530723000	云南省丽江市华坪县
A530724000	云南省丽江市宁蒗彝族自治县
A530722000	云南省丽江市永胜县
A530721000	云南省丽江市玉龙纳西族自治县
A530927000	云南省临沧市沧源佤族自治县
A530921000	云南省临沧市凤庆县
A530926000	云南省临沧市耿马傣族佤族自治县
A530902000	云南省临沧市临翔区
A530925000	云南省临沧市双江拉祜族佤族布朗族傣族自治县
A530923000	云南省临沧市永德县
A530922000	云南省临沧市云县
A530924000	云南省临沧市镇康县
A533323000	云南省怒江傈僳族自治州福贡县
A533324000	云南省怒江傈僳族自治州贡山独龙族怒族自治县
A533325000	云南省怒江傈僳族自治州兰坪白族普米族自治县
A533321000	云南省怒江傈僳族自治州泸水市
A530826000	云南省普洱市江城哈尼族彝族自治县
A530823000	云南省普洱市景东彝族自治县
A530824000	云南省普洱市景谷傣族彝族自治县
A530828000	云南省普洱市澜沧拉祜族自治县
A530827000	云南省普洱市孟连傣族拉祜族佤族自治县
A530822000	云南省普洱市墨江哈尼族自治县
A530821000	云南省普洱市宁洱哈尼族彝族自治县
A530802000	云南省普洱市思茅区
A530829000	云南省普洱市西盟佤族自治县
A530825000	云南省普洱市镇沅彝族哈尼族拉祜族自治县
A530325000	云南省曲靖市富源县
A530326000	云南省曲靖市会泽县
A530322000	云南省曲靖市陆良县
A530324000	云南省曲靖市罗平县
A530321000	云南省曲靖市马龙区
A530302000	云南省曲靖市麒麟区
A530323000	云南省曲靖市师宗县
A530381000	云南省曲靖市宣威市
A530328000	云南省曲靖市沾益区
A532628000	云南省文山壮族苗族自治州富宁县
A532627000	云南省文山壮族苗族自治州广南县
A532624000	云南省文山壮族苗族自治州麻栗坡县
A532625000	云南省文山壮族苗族自治州马关县
A532626000	云南省文山壮族苗族自治州丘北县
A532601000	云南省文山壮族苗族自治州文山市
A532623000	云南省文山壮族苗族自治州西畴县
A532622000	云南省文山壮族苗族自治州砚山县
A532801000	云南省西双版纳傣族自治州景洪市
A532822000	云南省西双版纳傣族自治州勐海县
A532823000	云南省西双版纳傣族自治州勐腊县
A530422000	云南省玉溪市澄江县
A530426000	云南省玉溪市峨山彝族自治县
A530402000	云南省玉溪市红塔区
A530424000	云南省玉溪市华宁县
A530421000	云南省玉溪市江川区
A530423000	云南省玉溪市通海县
A530427000	云南省玉溪市新平彝族傣族自治县
A530425000	云南省玉溪市易门县
A530428000	云南省玉溪市元江哈尼族彝族傣族自治县
A530624000	云南省昭通市大关县
A530621000	云南省昭通市鲁甸县
A530622000	云南省昭通市巧家县
A530630000	云南省昭通市水富市
A530626000	云南省昭通市绥江县
A530629000	云南省昭通市威信县
A530623000	云南省昭通市盐津县
A530628000	云南省昭通市彝良县
A530625000	云南省昭通市永善县
A530602000	云南省昭通市昭阳区
A530627000	云南省昭通市镇雄县
A330108000	浙江省杭州市滨江区
A330127000	浙江省杭州市淳安县
A330183000	浙江省杭州市富阳区
A330105000	浙江省杭州市拱墅区
A330182000	浙江省杭州市建德市
A330104000	浙江省杭州市江干区
A330185000	浙江省杭州市临安区
A330102000	浙江省杭州市上城区
A330122000	浙江省杭州市桐庐县
